persona_id,country,prompt_variation,overall_happiness,gdp,social_support,health,freedom,generosity,corruption,response_text
10,Mauritius,json_format,7.0,5.0,8.0,7.0,8.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 8, ""generosity"": 4, ""corruption"": 3}"
11,Mauritius,json_format,6.0,5.0,7.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
12,Mauritius,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
13,Mauritius,json_format,7.0,6.0,8.0,6.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
14,Mauritius,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
15,Mauritius,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
16,Mauritius,json_format,7.0,5.0,8.0,6.0,7.0,6.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 6, ""corruption"": 3}"
17,Mauritius,json_format,6.0,5.0,8.0,7.0,6.0,3.0,4.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 6, ""generosity"": 3, ""corruption"": 4}"
18,Mauritius,json_format,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 5, ""generosity"": 4, ""corruption"": 3}"
19,Mauritius,json_format,8.0,6.0,9.0,8.0,7.0,5.0,4.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 9, ""health"": 8, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
20,Mauritius,json_format,3.0,4.0,6.0,5.0,4.0,2.0,3.0,"{""overall_happiness"": 3, ""gdp"": 4, ""social_support"": 6, ""health"": 5, ""freedom"": 4, ""generosity"": 2, ""corruption"": 3}"
1,Spain,json_format,8.0,7.0,9.0,8.0,8.0,6.0,5.0,"{""overall_happiness"": 8, ""gdp"": 7, ""social_support"": 9, ""health"": 8, ""freedom"": 8, ""generosity"": 6, ""corruption"": 5}"
2,Spain,json_format,8.0,6.0,9.0,7.0,7.0,6.0,5.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 9, ""health"": 7, ""freedom"": 7, ""generosity"": 6, ""corruption"": 5}"
3,Spain,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
4,Spain,json_format,8.0,6.0,9.0,7.0,7.0,6.0,5.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 9, ""health"": 7, ""freedom"": 7, ""generosity"": 6, ""corruption"": 5}"
5,Spain,json_format,7.0,6.0,8.0,6.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
6,Spain,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
7,Spain,json_format,6.0,5.0,8.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
8,Spain,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
9,Spain,json_format,8.0,6.0,10.0,6.0,7.0,5.0,3.0,"{""overall_happiness"": 8, ""gdp"": 6, ""social_support"": 10, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 3}"
10,Spain,json_format,7.0,5.0,8.0,7.0,9.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 9, ""generosity"": 4, ""corruption"": 3}"
11,Spain,json_format,6.0,5.0,8.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
12,Spain,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
13,Spain,json_format,7.0,6.0,8.0,6.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
14,Spain,json_format,7.0,5.0,8.0,7.0,7.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 4, ""corruption"": 3}"
15,Spain,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
16,Spain,json_format,7.0,5.0,8.0,6.0,7.0,6.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 6, ""corruption"": 3}"
17,Spain,json_format,6.0,5.0,8.0,6.0,5.0,3.0,4.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 5, ""generosity"": 3, ""corruption"": 4}"
18,Spain,json_format,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 5, ""generosity"": 4, ""corruption"": 3}"
19,Spain,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
20,Spain,json_format,3.0,2.0,6.0,5.0,4.0,1.0,3.0,"{""overall_happiness"": 3, ""gdp"": 2, ""social_support"": 6, ""health"": 5, ""freedom"": 4, ""generosity"": 1, ""corruption"": 3}"
1,Niger,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
2,Niger,json_format,7.0,5.0,9.0,7.0,6.0,6.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 9, ""health"": 7, ""freedom"": 6, ""generosity"": 6, ""corruption"": 3}"
3,Niger,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
4,Niger,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
5,Niger,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
6,Niger,json_format,6.0,5.0,8.0,7.0,7.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 4, ""corruption"": 3}"
7,Niger,json_format,6.0,5.0,8.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
8,Niger,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
9,Niger,json_format,7.0,6.0,8.0,6.0,7.0,5.0,3.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 3}"
10,Niger,json_format,7.0,5.0,8.0,7.0,8.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 8, ""generosity"": 4, ""corruption"": 3}"
11,Niger,json_format,6.0,5.0,7.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
12,Niger,json_format,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
13,Niger,json_format,7.0,6.0,8.0,6.0,7.0,5.0,3.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 5, ""corruption"": 3}"
14,Niger,json_format,7.0,5.0,8.0,7.0,7.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 4, ""corruption"": 3}"
15,Niger,json_format,7.0,5.0,9.0,6.0,7.0,4.0,3.0,"{""overall_happiness"": 7, ""gdp"": 5, ""social_support"": 9, ""health"": 6, ""freedom"": 7, ""generosity"": 4, ""corruption"": 3}"
16,Niger,json_format,6.0,5.0,8.0,6.0,7.0,6.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 8, ""health"": 6, ""freedom"": 7, ""generosity"": 6, ""corruption"": 3}"
17,Niger,json_format,5.0,4.0,7.0,6.0,5.0,3.0,2.0,"{""overall_happiness"": 5, ""gdp"": 4, ""social_support"": 7, ""health"": 6, ""freedom"": 5, ""generosity"": 3, ""corruption"": 2}"
18,Niger,json_format,6.0,5.0,7.0,6.0,6.0,4.0,3.0,"{""overall_happiness"": 6, ""gdp"": 5, ""social_support"": 7, ""health"": 6, ""freedom"": 6, ""generosity"": 4, ""corruption"": 3}"
19,Niger,json_format,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"{""overall_happiness"": 7, ""gdp"": 6, ""social_support"": 8, ""health"": 7, ""freedom"": 7, ""generosity"": 5, ""corruption"": 4}"
20,Niger,json_format,3.0,2.0,6.0,5.0,4.0,1.0,2.0,"{""overall_happiness"": 3, ""gdp"": 2, ""social_support"": 6, ""health"": 5, ""freedom"": 4, ""generosity"": 1, ""corruption"": 2}"
1,Bulgaria,few_shot,8.0,7.0,9.0,8.0,9.0,5.0,4.0,"[8, 7, 9, 8, 9, 5, 4]"
2,Bulgaria,few_shot,8.0,6.0,9.0,8.0,7.0,8.0,4.0,"[8, 6, 9, 8, 7, 8, 4]"
3,Bulgaria,few_shot,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"[7, 5, 8, 7, 6, 4, 3]"
4,Bulgaria,few_shot,8.0,6.0,9.0,7.0,8.0,5.0,4.0,"[8, 6, 9, 7, 8, 5, 4]"
5,Bulgaria,few_shot,7.0,6.0,8.0,7.0,6.0,5.0,4.0,"[7, 6, 8, 7, 6, 5, 4]"
6,Bulgaria,few_shot,7.0,5.0,8.0,8.0,9.0,2.0,4.0,"[7, 5, 8, 8, 9, 2, 4]"
7,Bulgaria,few_shot,6.0,5.0,8.0,6.0,5.0,3.0,4.0,"[6, 5, 8, 6, 5, 3, 4]"
8,Bulgaria,few_shot,7.0,6.0,7.0,8.0,9.0,5.0,4.0,"[7, 6, 7, 8, 9, 5, 4]"
9,Bulgaria,few_shot,8.0,6.0,10.0,7.0,8.0,5.0,4.0,"[8, 6, 10, 7, 8, 5, 4]"
10,Bulgaria,few_shot,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
11,Bulgaria,few_shot,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"[6, 5, 7, 6, 5, 4, 3]"
12,Bulgaria,few_shot,7.0,5.0,8.0,7.0,6.0,3.0,4.0,"[7, 5, 8, 7, 6, 3, 4]"
13,Bulgaria,few_shot,7.0,6.0,8.0,7.0,8.0,3.0,4.0,"[7, 6, 8, 7, 8, 3, 4]"
14,Bulgaria,few_shot,7.0,5.0,8.0,7.0,8.0,6.0,4.0,"[7, 5, 8, 7, 8, 6, 4]"
15,Bulgaria,few_shot,8.0,6.0,9.0,7.0,8.0,5.0,3.0,"[8, 6, 9, 7, 8, 5, 3]"
16,Bulgaria,few_shot,6.0,5.0,8.0,7.0,6.0,9.0,3.0,"[6, 5, 8, 7, 6, 9, 3]"
17,Bulgaria,few_shot,5.0,4.0,7.0,6.0,3.0,2.0,5.0,"[5, 4, 7, 6, 3, 2, 5]"
18,Bulgaria,few_shot,6.0,5.0,7.0,6.0,4.0,3.0,5.0,"[6, 5, 7, 6, 4, 3, 5]"
19,Bulgaria,few_shot,8.0,7.0,9.0,8.0,9.0,6.0,4.0,"[8, 7, 9, 8, 9, 6, 4]"
20,Bulgaria,few_shot,3.0,2.0,5.0,6.0,4.0,1.0,3.0,"[3, 2, 5, 6, 4, 1, 3]"
1,North Macedonia,few_shot,8.0,7.0,9.0,8.0,9.0,5.0,4.0,"[8, 7, 9, 8, 9, 5, 4]"
2,North Macedonia,few_shot,8.0,6.0,9.0,8.0,7.0,8.0,4.0,"[8, 6, 9, 8, 7, 8, 4]"
3,North Macedonia,few_shot,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"[7, 5, 8, 7, 6, 4, 3]"
4,North Macedonia,few_shot,8.0,6.0,9.0,7.0,8.0,5.0,4.0,"[8, 6, 9, 7, 8, 5, 4]"
5,North Macedonia,few_shot,7.0,6.0,8.0,7.0,6.0,3.0,5.0,"[7, 6, 8, 7, 6, 3, 5]"
6,North Macedonia,few_shot,7.0,5.0,8.0,8.0,9.0,2.0,4.0,"[7, 5, 8, 8, 9, 2, 4]"
7,North Macedonia,few_shot,6.0,5.0,8.0,6.0,5.0,3.0,4.0,"[6, 5, 8, 6, 5, 3, 4]"
8,North Macedonia,few_shot,7.0,8.0,6.0,8.0,9.0,3.0,5.0,"[7, 8, 6, 8, 9, 3, 5]"
9,North Macedonia,few_shot,8.0,6.0,10.0,7.0,9.0,5.0,4.0,"[8, 6, 10, 7, 9, 5, 4]"
10,North Macedonia,few_shot,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
11,North Macedonia,few_shot,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"[6, 5, 7, 6, 5, 4, 3]"
12,North Macedonia,few_shot,7.0,5.0,8.0,7.0,6.0,3.0,4.0,"[7, 5, 8, 7, 6, 3, 4]"
13,North Macedonia,few_shot,7.0,6.0,8.0,6.0,7.0,3.0,4.0,"[7, 6, 8, 6, 7, 3, 4]"
14,North Macedonia,few_shot,7.0,5.0,8.0,7.0,8.0,3.0,4.0,"[7, 5, 8, 7, 8, 3, 4]"
15,North Macedonia,few_shot,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
16,North Macedonia,few_shot,6.0,5.0,8.0,7.0,6.0,9.0,3.0,"[6, 5, 8, 7, 6, 9, 3]"
17,North Macedonia,few_shot,5.0,4.0,7.0,6.0,3.0,2.0,5.0,"[5, 4, 7, 6, 3, 2, 5]"
18,North Macedonia,few_shot,6.0,5.0,7.0,6.0,4.0,3.0,5.0,"[6, 5, 7, 6, 4, 3, 5]"
19,North Macedonia,few_shot,8.0,6.0,9.0,8.0,7.0,5.0,3.0,"[8, 6, 9, 8, 7, 5, 3]"
20,North Macedonia,few_shot,3.0,2.0,5.0,6.0,4.0,1.0,8.0,"[3, 2, 5, 6, 4, 1, 8]"
1,Tanzania,few_shot,8.0,7.0,9.0,8.0,9.0,5.0,4.0,"[8, 7, 9, 8, 9, 5, 4]"
2,Tanzania,few_shot,8.0,5.0,9.0,7.0,8.0,6.0,3.0,"[8, 5, 9, 7, 8, 6, 3]"
3,Tanzania,few_shot,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"[7, 5, 8, 7, 6, 4, 3]"
4,Tanzania,few_shot,8.0,5.0,9.0,7.0,8.0,6.0,3.0,"[8, 5, 9, 7, 8, 6, 3]"
5,Tanzania,few_shot,7.0,6.0,8.0,7.0,6.0,5.0,3.0,"[7, 6, 8, 7, 6, 5, 3]"
6,Tanzania,few_shot,7.0,5.0,8.0,7.0,9.0,2.0,3.0,"[7, 5, 8, 7, 9, 2, 3]"
7,Tanzania,few_shot,6.0,5.0,8.0,6.0,5.0,3.0,4.0,"[6, 5, 8, 6, 5, 3, 4]"
8,Tanzania,few_shot,7.0,6.0,7.0,8.0,9.0,5.0,4.0,"[7, 6, 7, 8, 9, 5, 4]"
9,Tanzania,few_shot,8.0,5.0,10.0,7.0,8.0,6.0,4.0,"[8, 5, 10, 7, 8, 6, 4]"
10,Tanzania,few_shot,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
11,Tanzania,few_shot,6.0,5.0,7.0,6.0,5.0,6.0,3.0,"[6, 5, 7, 6, 5, 6, 3]"
12,Tanzania,few_shot,7.0,5.0,8.0,7.0,6.0,3.0,4.0,"[7, 5, 8, 7, 6, 3, 4]"
13,Tanzania,few_shot,7.0,5.0,8.0,6.0,7.0,3.0,4.0,"[7, 5, 8, 6, 7, 3, 4]"
14,Tanzania,few_shot,7.0,5.0,8.0,7.0,6.0,5.0,3.0,"[7, 5, 8, 7, 6, 5, 3]"
15,Tanzania,few_shot,7.0,5.0,9.0,6.0,8.0,6.0,3.0,"[7, 5, 9, 6, 8, 6, 3]"
16,Tanzania,few_shot,6.0,5.0,8.0,7.0,6.0,9.0,3.0,"[6, 5, 8, 7, 6, 9, 3]"
17,Tanzania,few_shot,5.0,4.0,8.0,7.0,3.0,2.0,5.0,"[5, 4, 8, 7, 3, 2, 5]"
18,Tanzania,few_shot,6.0,5.0,7.0,6.0,4.0,3.0,2.0,"[6, 5, 7, 6, 4, 3, 2]"
19,Tanzania,few_shot,8.0,6.0,9.0,7.0,8.0,5.0,3.0,"[8, 6, 9, 7, 8, 5, 3]"
20,Tanzania,few_shot,3.0,2.0,5.0,6.0,4.0,1.0,8.0,"[3, 2, 5, 6, 4, 1, 8]"
1,Pakistan,few_shot,8.0,7.0,9.0,8.0,9.0,5.0,3.0,"[8, 7, 9, 8, 9, 5, 3]"
2,Pakistan,few_shot,8.0,6.0,9.0,7.0,8.0,7.0,3.0,"[8, 6, 9, 7, 8, 7, 3]"
3,Pakistan,few_shot,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"[7, 5, 8, 7, 6, 4, 3]"
4,Pakistan,few_shot,8.0,6.0,9.0,7.0,8.0,5.0,3.0,"[8, 6, 9, 7, 8, 5, 3]"
5,Pakistan,few_shot,7.0,6.0,8.0,7.0,6.0,5.0,3.0,"[7, 6, 8, 7, 6, 5, 3]"
6,Pakistan,few_shot,7.0,5.0,8.0,7.0,8.0,2.0,3.0,"[7, 5, 8, 7, 8, 2, 3]"
7,Pakistan,few_shot,6.0,5.0,8.0,6.0,5.0,2.0,3.0,"[6, 5, 8, 6, 5, 2, 3]"
8,Pakistan,few_shot,7.0,6.0,7.0,8.0,9.0,5.0,3.0,"[7, 6, 7, 8, 9, 5, 3]"
9,Pakistan,few_shot,8.0,5.0,10.0,6.0,7.0,5.0,3.0,"[8, 5, 10, 6, 7, 5, 3]"
10,Pakistan,few_shot,7.0,5.0,6.0,7.0,9.0,3.0,4.0,"[7, 5, 6, 7, 9, 3, 4]"
11,Pakistan,few_shot,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"[6, 5, 7, 6, 5, 4, 3]"
12,Pakistan,few_shot,6.0,5.0,8.0,7.0,5.0,2.0,3.0,"[6, 5, 8, 7, 5, 2, 3]"
13,Pakistan,few_shot,7.0,5.0,8.0,6.0,7.0,3.0,2.0,"[7, 5, 8, 6, 7, 3, 2]"
14,Pakistan,few_shot,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"[7, 5, 8, 7, 6, 4, 3]"
15,Pakistan,few_shot,7.0,5.0,9.0,6.0,8.0,6.0,3.0,"[7, 5, 9, 6, 8, 6, 3]"
16,Pakistan,few_shot,6.0,5.0,8.0,7.0,6.0,9.0,3.0,"[6, 5, 8, 7, 6, 9, 3]"
17,Pakistan,few_shot,5.0,4.0,8.0,7.0,3.0,2.0,4.0,"[5, 4, 8, 7, 3, 2, 4]"
18,Pakistan,few_shot,6.0,5.0,7.0,6.0,4.0,3.0,2.0,"[6, 5, 7, 6, 4, 3, 2]"
19,Pakistan,few_shot,8.0,6.0,9.0,8.0,7.0,5.0,3.0,"[8, 6, 9, 8, 7, 5, 3]"
20,Pakistan,few_shot,3.0,2.0,5.0,6.0,3.0,1.0,8.0,"[3, 2, 5, 6, 3, 1, 8]"
1,Saudi Arabia,few_shot,8.0,7.0,9.0,8.0,9.0,5.0,4.0,"[8, 7, 9, 8, 9, 5, 4]"
2,Saudi Arabia,few_shot,8.0,7.0,9.0,8.0,7.0,6.0,5.0,"[8, 7, 9, 8, 7, 6, 5]"
3,Saudi Arabia,few_shot,7.0,6.0,8.0,7.0,8.0,5.0,4.0,"[7, 6, 8, 7, 8, 5, 4]"
4,Saudi Arabia,few_shot,8.0,7.0,9.0,8.0,8.0,6.0,5.0,"[8, 7, 9, 8, 8, 6, 5]"
5,Saudi Arabia,few_shot,7.0,6.0,8.0,7.0,6.0,5.0,4.0,"[7, 6, 8, 7, 6, 5, 4]"
6,Saudi Arabia,few_shot,7.0,5.0,8.0,7.0,8.0,2.0,4.0,"[7, 5, 8, 7, 8, 2, 4]"
7,Saudi Arabia,few_shot,6.0,7.0,8.0,5.0,6.0,3.0,4.0,"[6, 7, 8, 5, 6, 3, 4]"
8,Saudi Arabia,few_shot,7.0,8.0,6.0,7.0,9.0,3.0,5.0,"[7, 8, 6, 7, 9, 3, 5]"
9,Saudi Arabia,few_shot,8.0,7.0,10.0,6.0,9.0,5.0,4.0,"[8, 7, 10, 6, 9, 5, 4]"
10,Saudi Arabia,few_shot,7.0,5.0,6.0,7.0,9.0,3.0,4.0,"[7, 5, 6, 7, 9, 3, 4]"
11,Saudi Arabia,few_shot,6.0,7.0,8.0,6.0,5.0,6.0,4.0,"[6, 7, 8, 6, 5, 6, 4]"
12,Saudi Arabia,few_shot,7.0,6.0,9.0,8.0,6.0,3.0,5.0,"[7, 6, 9, 8, 6, 3, 5]"
13,Saudi Arabia,few_shot,7.0,6.0,8.0,7.0,8.0,5.0,4.0,"[7, 6, 8, 7, 8, 5, 4]"
14,Saudi Arabia,few_shot,8.0,5.0,7.0,8.0,7.0,6.0,4.0,"[8, 5, 7, 8, 7, 6, 4]"
15,Saudi Arabia,few_shot,8.0,6.0,9.0,7.0,8.0,5.0,4.0,"[8, 6, 9, 7, 8, 5, 4]"
16,Saudi Arabia,few_shot,6.0,5.0,8.0,7.0,6.0,9.0,4.0,"[6, 5, 8, 7, 6, 9, 4]"
17,Saudi Arabia,few_shot,5.0,6.0,8.0,7.0,4.0,2.0,5.0,"[5, 6, 8, 7, 4, 2, 5]"
18,Saudi Arabia,few_shot,6.0,5.0,7.0,6.0,4.0,3.0,5.0,"[6, 5, 7, 6, 4, 3, 5]"
19,Saudi Arabia,few_shot,8.0,7.0,9.0,8.0,8.0,5.0,4.0,"[8, 7, 9, 8, 8, 5, 4]"
20,Saudi Arabia,few_shot,3.0,2.0,5.0,6.0,4.0,1.0,7.0,"[3, 2, 5, 6, 4, 1, 7]"
1,Montenegro,few_shot,8.0,7.0,9.0,8.0,9.0,5.0,4.0,"[8, 7, 9, 8, 9, 5, 4]"
2,Montenegro,few_shot,8.0,6.0,9.0,8.0,7.0,8.0,5.0,"[8, 6, 9, 8, 7, 8, 5]"
3,Montenegro,few_shot,7.0,5.0,8.0,7.0,8.0,4.0,5.0,"[7, 5, 8, 7, 8, 4, 5]"
4,Montenegro,few_shot,8.0,6.0,9.0,7.0,8.0,5.0,4.0,"[8, 6, 9, 7, 8, 5, 4]"
5,Montenegro,few_shot,7.0,6.0,8.0,7.0,6.0,5.0,4.0,"[7, 6, 8, 7, 6, 5, 4]"
6,Montenegro,few_shot,7.0,5.0,8.0,7.0,9.0,2.0,4.0,"[7, 5, 8, 7, 9, 2, 4]"
7,Montenegro,few_shot,6.0,5.0,8.0,6.0,5.0,3.0,4.0,"[6, 5, 8, 6, 5, 3, 4]"
8,Montenegro,few_shot,7.0,8.0,6.0,8.0,9.0,3.0,5.0,"[7, 8, 6, 8, 9, 3, 5]"
9,Montenegro,few_shot,8.0,6.0,10.0,7.0,8.0,5.0,4.0,"[8, 6, 10, 7, 8, 5, 4]"
10,Montenegro,few_shot,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
11,Montenegro,few_shot,6.0,5.0,7.0,6.0,5.0,3.0,4.0,"[6, 5, 7, 6, 5, 3, 4]"
12,Montenegro,few_shot,7.0,5.0,8.0,7.0,6.0,2.0,4.0,"[7, 5, 8, 7, 6, 2, 4]"
13,Montenegro,few_shot,7.0,6.0,8.0,7.0,8.0,5.0,4.0,"[7, 6, 8, 7, 8, 5, 4]"
14,Montenegro,few_shot,7.0,5.0,8.0,7.0,8.0,6.0,4.0,"[7, 5, 8, 7, 8, 6, 4]"
15,Montenegro,few_shot,8.0,6.0,9.0,7.0,8.0,5.0,3.0,"[8, 6, 9, 7, 8, 5, 3]"
16,Montenegro,few_shot,6.0,5.0,8.0,7.0,6.0,9.0,4.0,"[6, 5, 8, 7, 6, 9, 4]"
17,Montenegro,few_shot,5.0,4.0,8.0,7.0,3.0,2.0,6.0,"[5, 4, 8, 7, 3, 2, 6]"
18,Montenegro,few_shot,6.0,5.0,7.0,6.0,4.0,3.0,5.0,"[6, 5, 7, 6, 4, 3, 5]"
19,Montenegro,few_shot,8.0,7.0,9.0,8.0,9.0,5.0,4.0,"[8, 7, 9, 8, 9, 5, 4]"
20,Montenegro,few_shot,3.0,2.0,5.0,6.0,4.0,1.0,8.0,"[3, 2, 5, 6, 4, 1, 8]"
1,Uruguay,few_shot,8.0,7.0,9.0,8.0,9.0,5.0,6.0,"[8, 7, 9, 8, 9, 5, 6]"
2,Uruguay,few_shot,8.0,6.0,9.0,8.0,7.0,8.0,5.0,"[8, 6, 9, 8, 7, 8, 5]"
3,Uruguay,few_shot,7.0,5.0,8.0,7.0,8.0,4.0,5.0,"[7, 5, 8, 7, 8, 4, 5]"
4,Uruguay,few_shot,8.0,6.0,9.0,7.0,8.0,5.0,4.0,"[8, 6, 9, 7, 8, 5, 4]"
